@relation accelerometer

@attribute minimum_for_axis_X numeric
@attribute minimum_for_axis_Y numeric
@attribute minimum_for_axis_Z numeric
@attribute minimum_for_magnitude numeric
@attribute average_acceleration_for_axis_X numeric
@attribute average_acceleration_for_axis_Y numeric
@attribute average_acceleration_for_axis_Z numeric
@attribute average_acceleration_for_magnitude numeric
@attribute standard_deviation_for_axis_X numeric
@attribute standard_deviation_for_axis_Y numeric
@attribute standard_deviation_for_axis_Z numeric
@attribute standard_deviation_for_magnitude numeric
@attribute average_absolute_difference_for_axis_X numeric
@attribute average_absolute_difference_for_axis_Y numeric
@attribute average_absolute_difference_for_axis_Z numeric
@attribute average_absolute_difference_for_magnitude numeric
@attribute zero_crossing_rate_for_axis_X numeric
@attribute zero_crossing_rate_for_axis_Y numeric
@attribute zero_crossing_rate_for_axis_Z numeric
@attribute bin0_X numeric
@attribute bin1_X numeric
@attribute bin2_X numeric
@attribute bin3_X numeric
@attribute bin4_X numeric
@attribute bin5_X numeric
@attribute bin6_X numeric
@attribute bin7_X numeric
@attribute bin8_X numeric
@attribute bin9_X numeric
@attribute bin0_Y numeric
@attribute bin1_Y numeric
@attribute bin2_Y numeric
@attribute bin3_Y numeric
@attribute bin4_Y numeric
@attribute bin5_Y numeric
@attribute bin6_Y numeric
@attribute bin7_Y numeric
@attribute bin8_Y numeric
@attribute bin9_Y numeric
@attribute bin0_Z numeric
@attribute bin1_Z numeric
@attribute bin2_Z numeric
@attribute bin3_Z numeric
@attribute bin4_Z numeric
@attribute bin5_Z numeric
@attribute bin6_Z numeric
@attribute bin7_Z numeric
@attribute bin8_Z numeric
@attribute bin9_Z numeric
@attribute bin0_magnitude numeric
@attribute bin1_magnitude numeric
@attribute bin2_magnitude numeric
@attribute bin3_magnitude numeric
@attribute bin4_magnitude numeric
@attribute bin5_magnitude numeric
@attribute bin6_magnitude numeric
@attribute bin7_magnitude numeric
@attribute bin8_magnitude numeric
@attribute bin9_magnitude numeric
@attribute userID {WsY044SgeaeZtDrQKVpRyWpo7hx1}

@data
-0.2490820437669754,4.6702880859375,2.644101619720459,7.429207066564537,1.4897022098302841,6.11063065007329,6.316490069031715,9.193878412473916,0.8823500258149265,1.0971495038374952,2.0564317739095084,1.0681087898626276,0.743952976539731,0.8157135386718437,1.8251043872442096,0.9237687468354687,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.921875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53125,0.4375,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625,0.4453125,0.375,0.140625,0.0,0.0,0.0,0.4453125,0.5546875,0.0,0.0,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
1.7387843132019043,5.791157245635986,1.446591854095459,9.281090277801876,4.975503588095307,7.329246565699577,7.418723043054342,11.916659701335861,1.6965354411616043,0.9123330982840012,2.5039181655790776,1.2183409593913002,1.4025623280613218,0.782969115767628,2.0534931363654323,0.9200544382291416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171875,0.4765625,0.3515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.9375,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.1171875,0.078125,0.4296875,0.375,0.0,0.0,0.0,0.0,0.359375,0.640625,0.0,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
5.455854892730713,2.136357545852661,-5.7815775871276855,7.7651811886576585,8.421787176281214,5.319712849333882,0.7467596439673798,10.503283235507965,1.179809261414721,2.0135619874449495,2.652470929375583,1.3951770799020404,0.9888250140938908,1.6270965939329471,1.8522173253998062,1.0537399034564536,0.0,0.0,0.0859375,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.6171875,0.3671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.5,0.40625,0.015625,0.015625,0.0,0.0,0.0,0.0625,0.3359375,0.46875,0.0625,0.0703125,0.0,0.0,0.0,0.0,0.109375,0.7265625,0.1484375,0.015625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
3.4296681880950928,2.476450204849243,-4.622387886047363,7.247411569520399,7.314464779570699,6.117029843851924,2.137592443265021,10.113190435633898,1.7643072083594247,1.498123413841039,1.961671419254567,1.5548113177971696,1.4557860220666043,1.072886922484031,1.5526474856596906,1.2674334659177817,0.0,0.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.2421875,0.5546875,0.203125,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.3203125,0.6015625,0.046875,0.0,0.0,0.0,0.0,0.0234375,0.0859375,0.546875,0.3203125,0.0234375,0.0,0.0,0.0,0.0,0.28125,0.5234375,0.1953125,0.0,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-3.592529535293579,1.781894564628601,-6.20789098739624,6.881899303091086,4.146040955834906,9.106388590298593,1.2699591605123715,11.451291243736861,3.0755644218077904,3.0532652200991337,4.1208737280560035,2.521868193424209,2.477785225697289,2.4752761547570117,2.773086579541882,1.9220705212358613,0.046875,0.0,0.078125,0.0,0.0,0.0,0.0078125,0.09375,0.203125,0.3671875,0.2734375,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.078125,0.4609375,0.2265625,0.2109375,0.0,0.0,0.015625,0.109375,0.2421875,0.3671875,0.203125,0.015625,0.0078125,0.0390625,0.0,0.0,0.0546875,0.6015625,0.2578125,0.0546875,0.015625,0.015625,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-6.092929840087891,-11.256592750549316,-3.0991554260253906,1.8089676992812895,2.1060829646885395,9.806931786006317,1.8018032115214737,10.663454831806343,1.9857952675835426,3.253628447499737,1.505911628004886,2.635521413896009,1.3837179117836058,2.3361264926206786,1.0496150175783896,2.165556390938784,0.0625,0.015625,0.078125,0.0,0.0,0.0078125,0.015625,0.0625,0.6796875,0.1875,0.046875,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0078125,0.0,0.0625,0.296875,0.40625,0.21875,0.0,0.0,0.0,0.0234375,0.0859375,0.7109375,0.1796875,0.0,0.0,0.0,0.0078125,0.0234375,0.2734375,0.3203125,0.3515625,0.0234375,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-0.53648442029953,6.44739294052124,-1.3699512481689453,7.646275771672173,1.5130536510696402,9.782120913267136,0.7796911541954614,10.05144307578647,1.129694074489874,1.0097795837591692,0.9022289192659964,0.8157890875849136,0.8216881950131665,0.7381601170636714,0.7538698482676409,0.6496547493425542,0.0546875,0.0,0.0625,0.0,0.0,0.0,0.0,0.078125,0.859375,0.0546875,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015625,0.875,0.0234375,0.0,0.0,0.0,0.0,0.2421875,0.7578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0546875,0.921875,0.0234375,0.0,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
1.2454102039337158,7.04614782333374,2.0884571075439453,8.343651771449242,1.604887692257762,8.32475146651268,3.6774403881281614,9.281509876731862,0.23274694543382726,0.6881411173594912,0.6669199065688035,0.4762196973224665,0.19217459723586217,0.5560942166484892,0.5147093727719039,0.3935329589916765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7265625,0.2734375,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.84375,0.0,0.0,0.0,0.0,0.0,0.1640625,0.8359375,0.0,0.0,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-0.5604345798492432,5.695356845855713,-2.102827310562134,5.937448510099664,1.0413470540042908,10.125244863331318,3.7175944043847267,10.97743451290653,0.5375189754524552,2.055299602648672,1.800580602350978,2.1625680361190476,0.40648851338818304,1.7227488378994167,1.3199341610643387,1.7905364866854296,0.03125,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0625,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.296875,0.484375,0.1953125,0.0,0.0,0.0,0.0,0.0703125,0.15625,0.7734375,0.0,0.0,0.0,0.0,0.0,0.140625,0.3984375,0.4140625,0.046875,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
0.41194337606430054,7.323969841003418,-0.3975732624530792,7.596710641376369,1.8446516075637192,8.373924188315868,0.4299434473578003,8.62689083275375,0.5963051363816336,1.2806863726740638,0.4270607559810083,1.2104007942625956,0.4952445774579246,0.7906991492491215,0.36980483070851733,0.7218054760516804,0.0,0.0,0.0703125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8671875,0.078125,0.0546875,0.0,0.0,0.0,0.0,0.171875,0.828125,0.0,0.0,0.0,0.0,0.0,0.0,0.8359375,0.109375,0.0546875,0.0,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-0.18681153655052185,8.713081359863281,-4.766088962554932,8.721319809168813,1.9426228725133114,11.704797752201557,-1.2393478201920516,12.203791199318898,1.489006998307297,1.6997998692254273,2.142325280134981,1.7537264524230294,1.2868693022364823,1.3774526180932298,1.9224429722917193,1.367579282802455,0.015625,0.0,0.046875,0.0,0.0,0.0,0.0,0.0390625,0.6328125,0.328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.421875,0.5703125,0.0,0.0,0.0,0.2578125,0.328125,0.4140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.296875,0.6328125,0.0625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-0.04790039360523224,3.6547999382019043,0.1245410218834877,4.71849984244874,2.0590807162916462,7.468457097187638,2.1420456906198524,8.21277809257063,1.208925661853763,2.700938312959317,1.1036467299105486,2.6703755695358367,1.0321657588139033,2.2142172925232444,0.8473878848017193,2.237357543228704,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.6953125,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.421875,0.1328125,0.1328125,0.0,0.0,0.0,0.0,0.0,0.84375,0.140625,0.015625,0.0,0.0,0.0,0.203125,0.4609375,0.171875,0.1640625,0.0,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-2.155517578125,4.89063024520874,-3.899091958999634,5.167475761633025,1.5224840403316193,10.088907953351736,1.6180977237818297,10.814400029544824,1.8008398977863784,3.084192319764205,3.0378689952048825,3.4285460801535494,1.4347009498046646,2.5633551593637094,2.4303888622403065,3.0110408253326058,0.03125,0.0,0.0625,0.0,0.0,0.0,0.0,0.1953125,0.6015625,0.203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.2578125,0.3359375,0.3125,0.0,0.0,0.0,0.0234375,0.265625,0.4609375,0.078125,0.171875,0.0,0.0,0.0,0.0625,0.2734375,0.21875,0.28125,0.1640625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-0.15328125655651093,6.068979740142822,-7.673643112182617,6.640635902690767,2.5023838660563342,9.859659641981125,-0.2820884123320866,10.45517342984109,0.8269261603273874,2.959302144725627,2.4137962264351405,3.0840596580305286,0.6601155854477838,2.648026328533888,1.6549223305934788,2.87458143156072,0.015625,0.0,0.046875,0.0,0.0,0.0,0.0,0.015625,0.65625,0.328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515625,0.1484375,0.3359375,0.0,0.0,0.0625,0.078125,0.09375,0.765625,0.0,0.0,0.0,0.0,0.0,0.0,0.46875,0.1328125,0.296875,0.1015625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
0.268242210149765,3.6068994998931885,-5.412744522094727,4.173476845268979,1.6910335524007678,8.202156385406852,0.1326242087816354,8.7336501751985,0.6943628641535547,3.956052321022412,2.3428493677554676,3.9366661730200265,0.5697924812993733,3.7741159244906157,1.9359617326081207,3.7328387059046446,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.9765625,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4921875,0.078125,0.09375,0.3359375,0.0,0.0,0.0,0.171875,0.1328125,0.65625,0.0390625,0.0,0.0,0.0,0.0,0.3984375,0.1640625,0.0859375,0.3359375,0.015625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-1.446591854095459,6.112090110778809,-5.5420756340026855,6.209121545771633,2.0474424127314705,11.02685746178031,1.9611468802322634,11.824213350161571,1.5750314469887035,3.104373844718973,3.1102881129685613,3.4072620715215804,1.3486392971080932,2.6512522599077784,2.439095976884346,2.9515186135500677,0.03125,0.0,0.0703125,0.0,0.0,0.0,0.0,0.1171875,0.5078125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328125,0.2734375,0.3984375,0.0,0.0,0.0,0.046875,0.25,0.390625,0.1796875,0.1328125,0.0,0.0,0.0,0.0,0.296875,0.1875,0.2578125,0.25,0.0078125,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
0.4694238603115082,6.08814001083374,-4.061953067779541,6.296956269503141,2.227742481743917,8.845668215304613,0.29851674250676297,9.247004730059881,1.2066926753005316,2.8938875248203333,0.9941262581225309,2.9342252374429694,1.0699867102011922,2.5740485232090577,0.7197349691932686,2.594819199350055,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.6328125,0.3671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609375,0.1171875,0.2734375,0.0,0.0,0.0,0.0078125,0.375,0.6171875,0.0,0.0,0.0,0.0,0.0,0.0,0.5859375,0.1171875,0.265625,0.03125,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
0.6274951696395874,3.760180711746216,-8.109536170959473,4.508243951707404,1.90482646971941,9.262850677594543,-1.2134142304421403,9.995715428905488,0.8822204594130075,4.15902610807342,3.0013902861360218,4.250996173897647,0.7013051327085122,3.958807217364665,2.7064967241867635,4.077806654818285,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.953125,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0703125,0.1171875,0.4375,0.0,0.0,0.078125,0.2890625,0.0625,0.5703125,0.0,0.0,0.0,0.0,0.0,0.3515625,0.0859375,0.046875,0.4765625,0.0390625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-2.3183789253234863,4.105063438415527,-4.876259803771973,4.979046958503971,2.0437376175250392,10.690170153975487,2.0523447263694834,11.520520288708205,1.6724778993022893,3.165053395624365,2.6297252795800405,3.110712601707961,1.3851072106335778,2.5740286556538194,1.9979849086398644,2.6412078251884785,0.03125,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.4921875,0.3828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109375,0.1484375,0.3046875,0.4375,0.0,0.0,0.0,0.03125,0.1796875,0.46875,0.234375,0.0859375,0.0,0.0,0.0,0.0546875,0.1640625,0.234375,0.3828125,0.1640625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
0.5556445717811584,5.704936981201172,-1.087338924407959,5.847068718910233,2.0953053748235106,8.178168769925833,0.39933210410526954,8.542202670216263,0.804304071504354,2.4878920096454507,0.8889068435002918,2.4677227925744694,0.6574919387494447,1.9500581939937547,0.738771172914312,1.9047286202448814,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.8046875,0.1953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546875,0.71875,0.046875,0.1796875,0.0,0.0,0.0,0.0,0.3671875,0.6328125,0.0,0.0,0.0,0.0,0.0,0.015625,0.75,0.0546875,0.1640625,0.015625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
0.5891748070716858,4.406836032867432,-7.798183917999268,5.087628235578905,2.3730902285315096,10.211315833032131,-1.1436218640592415,11.00684588016662,1.2085776305731897,3.757027227403268,2.818096674262472,3.684742237247874,1.0305916775614605,3.3114864990347996,2.5160616646621747,3.292034672822609,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.6796875,0.3125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0859375,0.1875,0.4765625,0.0,0.0,0.0546875,0.296875,0.09375,0.53125,0.0234375,0.0,0.0,0.0,0.0,0.1875,0.1328125,0.125,0.3671875,0.1875,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-2.3710694313049316,4.502636909484863,-6.227051258087158,5.098069236923022,2.0000285102869384,10.05230899527669,2.386861595819937,10.959792759224914,1.756333793508558,3.765384671459615,2.6597580383122525,3.8686204351903224,1.576881278023393,3.2840069248341024,1.804414583495145,3.46333508486801,0.0234375,0.0,0.0390625,0.0,0.0,0.0,0.0,0.1171875,0.4296875,0.453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2421875,0.1328125,0.234375,0.390625,0.0,0.0,0.015625,0.03125,0.09375,0.5625,0.1640625,0.1328125,0.0,0.0,0.0,0.1484375,0.203125,0.1015625,0.3828125,0.1640625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-0.7568262219429016,5.537285327911377,-1.336421012878418,6.3517367234964235,1.7994830319767061,7.675963073968887,0.25892407656283467,8.060734491976238,1.2079673758487952,1.445083158254733,0.8568532741544895,1.2376580591626338,1.0102258241283835,1.2250478509813547,0.6879483404516122,1.0159520118068142,0.0078125,0.0,0.046875,0.0,0.0,0.0,0.0,0.0546875,0.7265625,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.703125,0.21875,0.0,0.0,0.0,0.0,0.0,0.3984375,0.6015625,0.0,0.0,0.0,0.0,0.0,0.0,0.765625,0.234375,0.0,0.0,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
0.6801855564117432,5.048701286315918,-7.319180011749268,6.591442075212283,2.7434575515799224,11.70431126281619,-1.0521246448915917,12.505006275030508,1.186151325622774,2.389768564107561,2.8575256515576655,2.1290015055481346,1.0671513869529008,1.7642828187672421,2.5448346660741663,1.5153740173621548,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.515625,0.484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0703125,0.2265625,0.65625,0.0,0.0,0.0703125,0.21875,0.1875,0.5,0.0234375,0.0,0.0,0.0,0.0,0.0,0.1015625,0.1328125,0.703125,0.0625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-0.06227051094174385,3.4967286586761475,-0.790356457233429,3.9868811740328964,2.6747130296025716,8.896225597709417,2.7206300354446284,9.941413606480191,1.6472300739122052,4.4384171087834225,2.410621633574955,4.805315075926,1.4438261331428635,3.9953722084173933,1.729046293619831,4.492124676174822,0.015625,0.0,0.015625,0.0,0.0,0.0,0.0,0.03125,0.4609375,0.484375,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4296875,0.1171875,0.1328125,0.3203125,0.0,0.0,0.0,0.0,0.015625,0.71875,0.140625,0.0625,0.0625,0.0,0.0,0.328125,0.1953125,0.0625,0.1328125,0.2578125,0.0234375,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-1.700463891029358,6.164780616760254,-5.307363510131836,6.2587633401362215,1.436712408263702,7.94716164842248,0.053027233385364525,8.299534444074409,1.3355212819166307,1.8261742979651179,1.2880838298617385,1.7662814959883781,1.011142674961775,1.4688908099196851,0.8519264937144726,1.4118905531694224,0.0234375,0.0,0.078125,0.0,0.0,0.0,0.0,0.1640625,0.6796875,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765625,0.1640625,0.0703125,0.0,0.0,0.0,0.0390625,0.421875,0.5390625,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1640625,0.0859375,0.0,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
0.5987548828125,6.782695770263672,-7.917934894561768,7.245991819020597,2.6700352425687015,11.903397250920534,-1.4489868728269357,12.596476141658323,1.3081359501530787,2.306882123524368,2.5504164586607,2.405380424915233,1.1138431768631563,1.9054299039999023,2.1991519254488594,1.9143017729453242,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.640625,0.359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1171875,0.2578125,0.625,0.0,0.0,0.0703125,0.2109375,0.3125,0.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.109375,0.1796875,0.53125,0.1796875,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-0.07185059040784836,3.444038152694702,0.09580078721046448,4.053078015745141,2.408566449623322,7.684308240190148,2.354715939378366,8.640407205634848,1.310719899501119,3.5814298905925597,2.480678468057985,4.054161852534471,1.1155061088547882,3.0832539446710143,1.780733932111616,3.5364968106122547,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.609375,0.3828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46875,0.1875,0.1640625,0.1796875,0.0,0.0,0.0,0.0,0.0,0.7734375,0.109375,0.0546875,0.0625,0.0,0.0,0.375,0.2421875,0.1171875,0.125,0.140625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
-1.2885205745697021,6.188730716705322,-5.230722904205322,6.267079485241404,1.538687853171723,9.419911604374647,0.10564281825281796,9.818938029775284,1.9542081910730373,2.684711207795035,1.7114638136507945,2.942384003654983,1.4546434827288977,2.2998924842104316,1.1197541207765767,2.5326372675976025,0.03125,0.0,0.0625,0.0,0.0,0.0,0.0,0.234375,0.578125,0.140625,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5859375,0.1640625,0.25,0.0,0.0,0.0,0.0390625,0.515625,0.421875,0.0078125,0.015625,0.0,0.0,0.0,0.0,0.5625,0.1484375,0.1875,0.1015625,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
0.6370752453804016,6.428232669830322,-6.236630916595459,7.477377188342559,2.9843815686181188,10.20835955440998,-0.5794824827607954,10.973347912831455,1.342373170538602,2.7990650207404175,2.183671980110521,2.7283195756801524,1.114527301659109,2.4257789172697812,1.8141513505738658,2.4129909100310694,0.0,0.0,0.0390625,0.0,0.0,0.0,0.0,0.0,0.4453125,0.5390625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3359375,0.3125,0.3515625,0.0,0.0,0.03125,0.140625,0.2578125,0.5703125,0.0,0.0,0.0,0.0,0.0,0.0,0.2734375,0.3203125,0.3125,0.09375,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
0.43110352754592896,3.8655617237091064,-2.821333169937134,4.552689728863538,2.337838541949168,7.996446643024683,0.8863817983074114,8.582868619829677,1.0337447094402266,3.546325839111138,1.4651889742981032,3.5100599313865075,0.8910595646302681,3.209739149606321,1.0567462834587786,3.1856265127273216,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.6328125,0.3671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4609375,0.140625,0.171875,0.2265625,0.0,0.0,0.0,0.0,0.15625,0.8046875,0.0390625,0.0,0.0,0.0,0.0,0.40625,0.171875,0.1484375,0.2734375,0.0,0.0,0.0,0.0,0.0,WsY044SgeaeZtDrQKVpRyWpo7hx1
